Name,Address,Type,Number,asdsad,Number2,aNumbaaaer,,,,,,,,
Sahib Sindh Sultan,https://www.asklaila.com/listing/Delhi-NCR/nh-8-jaipur-highway-/sahib-sindh-sultan/1vqxXWF3/,1243058802,"NH 8 (Jaipur Highway), Gurgaon","Multi-Cuisine, North Indian, World Cuisine",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1243058802,tel:01243058802,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/nh-8-jaipur-highway-/sahib-sindh-sultan/1vqxXWF3/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1240#,,
Sbarro,https://www.asklaila.com/listing/Delhi-NCR/nathupur/sbarro/58iwoTC2/,1244665538,"Nathupur, Gurgaon","Fast Food,Pizza, Non-Veg, Sodexo,Ticket Restaurant",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1244665538,tel:01244665538,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/nathupur/sbarro/58iwoTC2/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1240#,,
Pind Balluchi,https://www.asklaila.com/listing/Delhi-NCR/indira-puram/pind-balluchi/0EOcxbGd/,1204565000,"Indira Puram, Ghaziabad","Multi-Cuisine, Punjabi, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1204565000,tel:01204565000,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/indira-puram/pind-balluchi/0EOcxbGd/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1240#,,
Domino's Pizza,https://www.asklaila.com/listing/Delhi-NCR/noida-sector-110/dominos-pizza/1nGxtPnH/,1206888688,"Noida Sector 110, Noida","Fast Food, Pizza, Non-Veg, Sodexo",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1206888688,tel:01206888688,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/noida-sector-110/dominos-pizza/1nGxtPnH/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1240#,,
Cocoberry,https://www.asklaila.com/listing/Delhi-NCR/gurgaon/cocoberry/1ZZkfTjL/,1244260536,Gurgaon,"Desserts And Ice Cream, Veg, Sodexo",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1244260536,tel:01244260536,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/gurgaon/cocoberry/1ZZkfTjL/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1240#,,
Crepes,https://www.asklaila.com/listing/Delhi-NCR/khan-market/crepes/0wm2a6RD/,"01143528300
														,

09818900005","Khan Market, Delhi","French, Italian, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1143528300,tel:01143528300,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/khan-market/crepes/0wm2a6RD/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1260#,9818900005,tel:9818900005
Dilli Darbar,https://www.asklaila.com/listing/Delhi-NCR/indira-puram/dilli-darbar/0ibH6gGI/,,"Indira Puram, Ghaziabad","Outdoor Seating,  Chinese, Indian, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,9999611547,tel:9999611547,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/indira-puram/dilli-darbar/0ibH6gGI/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1260#,,
Aroma,https://www.asklaila.com/listing/Delhi-NCR/delhi-road/aroma/0XRzr6M3/,"01244081764
														,

09810494064","Delhi Road, Gurgaon","Chinese, Non-Veg, Sodexo,Ticket Restaurant",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1244081764,tel:01244081764,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/delhi-road/aroma/0XRzr6M3/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1260#,9810494064,tel:9810494064
Nirula's,https://www.asklaila.com/listing/Delhi-NCR/dlf-phase-1/nirulas/0jRd4br2/,,"DLF Phase 1, Gurgaon","North Indian, Thali, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,9953556514,tel:9953556514,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/dlf-phase-1/nirulas/0jRd4br2/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1260#,,
Chef Punjaban,https://www.asklaila.com/listing/Delhi-NCR/kaushambi/chef-punjaban/6JlgOIED/,,"Kaushambi, Ghaziabad","Indian, Punjabi, Non-Veg, Sodexo",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,9810211384,tel:9810211384,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/kaushambi/chef-punjaban/6JlgOIED/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1260#,,
Wow Italia,https://www.asklaila.com/listing/Delhi-NCR/mehrauli-gurgaon-road/wow-italia/Re0GQB6R/,1244018551,"Mehrauli Gurgaon Road, Gurgaon","Italian, Non-Veg, Sodexo",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1244018551,tel:01244018551,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/mehrauli-gurgaon-road/wow-italia/Re0GQB6R/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1260#,,
Mini Restaurant,https://www.asklaila.com/listing/Delhi-NCR/nit/mini-restaurant/0zY9ezAU/,,"NIT, Faridabad","Chinese, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,9899764285,tel:9899764285,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/nit/mini-restaurant/0zY9ezAU/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1260#,,
Pizza Hut,https://www.asklaila.com/listing/Delhi-NCR/green-park-market/pizza-hut/1VnQwXp3/,,"Green Park Market, Delhi","Children's Play Area,  Italian, Pizza, Non-Veg",,,,,,,https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/green-park-market/pizza-hut/1VnQwXp3/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1260#,,
NU.Delhi QBA,https://www.asklaila.com/listing/Delhi-NCR/malcha-marg/nu-delhi-qba/0WydEc13/,1147378800,"Malcha Marg, Delhi","Chinese, Multi-cuisine, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1147378800,tel:01147378800,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/malcha-marg/nu-delhi-qba/0WydEc13/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1260#,,
On The Go,https://www.asklaila.com/listing/Delhi-NCR/jawahar-nagar/on-the-go/L0T47qxg/,"01123858724
														,

09310309267","Jawahar Nagar, Delhi","Outdoor Seating,  Italian, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1123858724,tel:01123858724,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/jawahar-nagar/on-the-go/L0T47qxg/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1260#,9310309267,tel:9310309267
Varq,https://www.asklaila.com/listing/Delhi-NCR/man-singh-road/varq/082qwFLE/,1123026162,"Man Singh Road, Delhi","Indian, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1123026162,tel:01123026162,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/man-singh-road/varq/082qwFLE/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1260#,,
The Chawla's Chickin,https://www.asklaila.com/listing/Delhi-NCR/sector-5/the-chawlas-chickin/07ahWNxa/,1246410784,"Sector 5, Gurgaon","Indian, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1246410784,tel:01246410784,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/sector-5/the-chawlas-chickin/07ahWNxa/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1260#,,
Xtreme Sports Bar,https://www.asklaila.com/listing/Delhi-NCR/dlf-city-phase-iii/xtreme-sports-bar/YWVvBt9y/,,"DLF City Phase III, Gurgaon","Chinese, Indian, Non-Veg, Sodexo",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,9650490471,tel:9650490471,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/dlf-city-phase-iii/xtreme-sports-bar/YWVvBt9y/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1260#,,
Shreya's Restaurant,https://www.asklaila.com/listing/Delhi-NCR/sector-53/shreyas-restaurant/1x5r9uDT/,1244077300,"Sector 53, Gurgaon","Chinese, Indian, Non-Veg, Sodexo",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1244077300,tel:01244077300,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/sector-53/shreyas-restaurant/1x5r9uDT/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1260#,,
Dilli 6,https://www.asklaila.com/listing/Delhi-NCR/dwarka-sector-20/dilli-6/1i51K369/,1164607311,"Dwarka Sector 20, Delhi","North Indian, Non-Veg, Sodexo",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1164607311,tel:01164607311,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/dwarka-sector-20/dilli-6/1i51K369/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1260#,,
Nirula's,https://www.asklaila.com/listing/Delhi-NCR/rajendra-palace/nirulas/18N7LJGM/,"01125762111
														,

09953556531","Rajendra Palace, Delhi","North Indian, Non-Veg, Sodexo,Ticket Restaurant",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1125762111,tel:01125762111,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/rajendra-palace/nirulas/18N7LJGM/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1260#,9953556531,tel:9953556531
Paranthe Wali Gali,https://www.asklaila.com/listing/Delhi-NCR/rajouri-garden/paranthe-wali-gali/1OXZJD8E/,,"Rajouri Garden, Delhi","Indian, Multi-cuisine, Punjabi, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,9910086692,tel:9910086692,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/rajouri-garden/paranthe-wali-gali/1OXZJD8E/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1260#,,
Pind Balluchi,https://www.asklaila.com/listing/Delhi-NCR/connaught-place/pind-balluchi/TU7RnFcK/,"01143720505
														,

09650494994","Connaught Place, Delhi","Punjabi, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1143720505,tel:01143720505,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/connaught-place/pind-balluchi/TU7RnFcK/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1260#,9650494994,tel:9650494994
The Green Wok,https://www.asklaila.com/listing/Delhi-NCR/noida-sector-44/the-green-wok/X0QOFLUS/,,"Noida Sector 44, Noida","Chinese, Italian, Mexican, Thai, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,9310002334,tel:9310002334,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/noida-sector-44/the-green-wok/X0QOFLUS/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1260#,,
Smokin Joe's,https://www.asklaila.com/listing/Delhi-NCR/sector15a/smokin-joes/9k2h7DjT/,1293211555,"Sector15A, Faridabad","Pizza, Non-Veg, Sodexo,Ticket Restaurant",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1293211555,tel:01293211555,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/sector15a/smokin-joes/9k2h7DjT/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1260#,,
Grillz,https://www.asklaila.com/listing/Delhi-NCR/vikas-puri/grillz/SAfn5qIb/,,"Vikas Puri, Delhi","Indian, Non-Veg, Sodexo",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,9891795217,tel:9891795217,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/vikas-puri/grillz/SAfn5qIb/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1280#,,
Subway,https://www.asklaila.com/listing/Delhi-NCR/saket/subway/MEHAKgwt/,,"Saket, Delhi","Fast Food, Health Food, Non-Veg, Sodexo",,,,,,,https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/saket/subway/MEHAKgwt/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1280#,,
Republic Of Chicken,https://www.asklaila.com/listing/Delhi-NCR/faridabad-sector-9/republic-of-chicken/PHeSdHTS/,1294129321,"Faridabad Sector 9, Faridabad","Outdoor Seating,  Indian, Non-Veg, Sodexo",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1294129321,tel:01294129321,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/faridabad-sector-9/republic-of-chicken/PHeSdHTS/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1280#,,
The Oriental Blossom,https://www.asklaila.com/listing/Delhi-NCR/gurgaon-sector-29/the-oriental-blossom/WugoCayL/,1244887777,"Gurgaon Sector 29, Gurgaon","Wi-Fi Zone,  Chinese, Multi-Cuisine, Oriental",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1244887777,tel:01244887777,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/gurgaon-sector-29/the-oriental-blossom/WugoCayL/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1280#,,
Subway,https://www.asklaila.com/listing/Delhi-NCR/sector-25-a/subway/qK4DeKvV/,1204545955,"Sector 25 A, Noida","Burgers, Fast Food, Non-Veg, Sodexo",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1204545955,tel:01204545955,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/sector-25-a/subway/qK4DeKvV/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1280#,,
Buddy's Broaster,https://www.asklaila.com/listing/Delhi-NCR/new-friends-colony/buddys-broaster/ggUhv6r4/,1140629997,"New Friends Colony, Delhi","Burgers,Fast Food, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1140629997,tel:01140629997,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/new-friends-colony/buddys-broaster/ggUhv6r4/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1280#,,
Mahabhoj Bengali Restaurant,https://www.asklaila.com/listing/Delhi-NCR/rohini-sector-16/mahabhoj-bengali-restaurant/05nkxk6E/,,"Rohini Sector 16, Delhi","Bengali, Non-Veg",,,,,,,https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/rohini-sector-16/mahabhoj-bengali-restaurant/05nkxk6E/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1280#,,
Subway,https://www.asklaila.com/listing/Delhi-NCR/vasant-kunj-sector-b/subway/CljBx05T/,1146000748,"Vasant Kunj - Sector B, Delhi","Fast Food,Health Food, Non-Veg, Sodexo",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1146000748,tel:01146000748,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/vasant-kunj-sector-b/subway/CljBx05T/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1280#,,
Subway,https://www.asklaila.com/listing/Delhi-NCR/faridabad-sector-15/subway/rGg4KZCh/,1294175070,"Faridabad Sector 15, Faridabad","Fast Food,Health Food, Non-Veg, Sodexo",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1294175070,tel:01294175070,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/faridabad-sector-15/subway/rGg4KZCh/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1280#,,
Shawana Kababs,https://www.asklaila.com/listing/Delhi-NCR/dwarka-sector-10/shawana-kababs/07Vlw6la/,1132089499,"Dwarka Sector 10, Delhi","Outdoor Seating,  Indian, Kebabs, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1132089499,tel:01132089499,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/dwarka-sector-10/shawana-kababs/07Vlw6la/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1280#,,
Skewers,https://www.asklaila.com/listing/Delhi-NCR/gurgaon-sector-29/skewers/896QasTA/,1244887777,"Gurgaon Sector 29, Gurgaon","Outdoor Seating,Pool Area,  Barbecue, Grill",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1244887777,tel:01244887777,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/gurgaon-sector-29/skewers/896QasTA/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1280#,,
Subway,https://www.asklaila.com/listing/Delhi-NCR/noida-sector-38a/subway/00UBDBV3/,1204541433,"Noida - Sector 38A, Noida","Fast Food,Health Food, Non-Veg, Sodexo",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1204541433,tel:01204541433,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/noida-sector-38a/subway/00UBDBV3/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1280#,,
All Heavens West,https://www.asklaila.com/listing/Delhi-NCR/rajouri-garden/all-heavens-west/TL3jZre9/,"01145768727
														,

09212499726","Rajouri Garden, Delhi","Chinese, Indian, Thai, Non-Veg, Sodexo",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1145768727,tel:01145768727,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/rajouri-garden/all-heavens-west/TL3jZre9/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1280#,9212499726,tel:9212499726
The Q Bed & Breakfast,https://www.asklaila.com/listing/Delhi-NCR/malcha-marg/the-q-bed-breakfast/1CSbCYka/,1147378800,"Malcha Marg, Delhi","European, Italian, Mughlai, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1147378800,tel:01147378800,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/malcha-marg/the-q-bed-breakfast/1CSbCYka/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1280#,,
Subway,https://www.asklaila.com/listing/Delhi-NCR/palam-vihar/subway/HZqRoIBF/,1244286261,"Palam Vihar, Gurgaon","Fast Food,Health Food, Non-Veg, Sodexo",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1244286261,tel:01244286261,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/palam-vihar/subway/HZqRoIBF/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1280#,,
Cafe 57,https://www.asklaila.com/listing/Delhi-NCR/satya-niketan/cafe-57/1C2oYuai/,"01164529534
														,

09868618744","Satya Niketan, Delhi","Outdoor Seating,  Chinese, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1164529534,tel:01164529534,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/satya-niketan/cafe-57/1C2oYuai/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1280#,9868618744,tel:9868618744
Hot Chimney,https://www.asklaila.com/listing/Delhi-NCR/pitampura/hot-chimney/HIkd1qmx/,,"Pitampura, Delhi","Chinese, Continental, Multi-Cuisine",,,,,,,https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/pitampura/hot-chimney/HIkd1qmx/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1280#,,
Subway,https://www.asklaila.com/listing/Delhi-NCR/malkaganj-road/subway/BMlJF69E/,1123859731,"Malkaganj Road, Delhi","Fast Food,Health Food, Non-Veg, Sodexo",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1123859731,tel:01123859731,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/malkaganj-road/subway/BMlJF69E/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1280#,,
Khaaja Express,https://www.asklaila.com/listing/Delhi-NCR/delhi-road/khaaja-express/1P6POjrI/,1244205552,"Delhi Road, Gurgaon","North Indian, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1244205552,tel:01244205552,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/delhi-road/khaaja-express/1P6POjrI/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1280#,,
