Name,resultSubTitle,Address,mar0 2,Number2,Number
Garwa Hills- Nazaara (Hill View),Restaurant,"Wanowari Kondhwa, PCMC","Outdoor Seating, Chinese, Continental, European",2032313889,9422037704
Toons Restaurant,Restaurant,"Camp, PMC","Continental, Non-Veg",2026136879,9822057885
Bistro Italian Deli,Restaurant,"Koregaon Park, PMC","Fast Food,Pasta,Pizza,Salads, Non-Veg",2026747474,9545556944
Karia Hotel,Restaurant,"Bund Garden Road, PMC","Multi-Cuisine,South Indian, Non-Veg",2026132331,
Mahesh Lunch Home,Restaurant,"Ambedkar Wellesly Road, PMC","Multi-Cuisine,Seafood, Non-Veg",2066032230,
Aahar Restaurant,Restaurant,"Camp, PMC","Multi-Cuisine,Parsi, Non-Veg",2026345248,9422032461
Rajmudra Family Restaurant,Restaurant,"Kothrud, PMC","Multi-Cuisine,Seafood,Tandoori, Non-Veg",2025432611,
Baanthai Restaurant,Restaurant,"Kondhwa, PMC","Thai, Non-Veg",2032911907,
Diamond Restaurant,Restaurant,"Camp, PMC","Biryani, Punjabi, Non-Veg",2026130509,
Hotel Amchee,Restaurant,"Karve Nagar, PMC","Multi-Cuisine, Non-Veg",2025453327,9881154955
Samarth Veg Restaurant,Restaurant,"Kothrud, PMC","Outdoor Seating, Indian,Multi-Cuisine, Veg",2025425533,
George Restaurant,Restaurant,"Camp, PMC","Biryani, North Indian, Non-Veg, Sodexo",2026131626,
Vanashree Family Garden,Restaurant,"Bawdhan, PMC","Outdoor Seating, Multi-Cuisine,North Indian",2022953654,9826846702
The Taste Restaurant,Restaurant,"Kothrud, PMC","Children's Play Area,Outdoor Seating",2025421701,
Abu Foods,Restaurant,"Kondhwa, PMC","Burgers,Fast Food,Pizza, Non-Veg",2024475784,
Poonam Restaurant,Restaurant,"Deccan Gymkhana, PMC","Continental,Indian,Multi-Cuisine, Non-Veg",2025531794,9822284757
Rajhans Hotel,Restaurant,"Shivaji Nagar, PMC","Multi-Cuisine, Non-Veg",2025535606,
MPS Garden Restaurant,Restaurant,"Shukrawar Peth, PMC","Outdoor Seating, Multi-Cuisine, Non-Veg",2024481421,
Drizzle The Restaurant,Restaurant,"Aundh, PMC","Multi-Cuisine, Sizzlers, Thai, Non-Veg",2025885089,
Coconut Grove,Restaurant,"Mangalwar peth, PMC","Mangalorean, Seafood, Non-Veg",2026053981,
Cafe Diamond Queen,Restaurant,"Camp, PMC","High Rise, Indian,Irani,Mongolian,Multi-Cuisine",2026362749,
Chandralok Garden Restaurant,Restaurant,"Karve Nagar, PMC","Children's Play Area,Outdoor Seating, Chinese",2025473596,
Royal Deck,Restaurant,"Bund Garden Road, PMC","Children's Play Area,Outdoor Seating",2026113512,9890674081
Harvest Club Restaurant,Restaurant,"Erandwana, PMC","Children's Play Area,Outdoor Seating",2025411438,
Southern Spice,Restaurant,"Dhole Patil Road, PMC","South Indian, Non-Veg",2026111505,9764159761
Hotel Rachna,Restaurant,"Model Colony, PMC","Indian,Multi-Cuisine, Non-Veg",2025661529,
Jai Bhavani Dhaba,Restaurant,"Katraj, PMC","Outdoor Seating, Multi-Cuisine,North Indian",9881213280,
Gopi Non Veg,Restaurant,"Sadashiv Peth, PMC","Biryani, Maharashtrian, Non-Veg",2024479629,
Village The Soul Of India,Restaurant,"Sinhagad Road, PMC","Children's Play Area,Pool Area,  Thali, Veg",2024393363,9987131352
Shrushti Family Restaurant,Restaurant,"Sadashiv Peth, PMC","Malwani, Seafood, Non-Veg",2024478858,9422021022
New Star Of India Restaurant,Restaurant,"Khadki, PCMC","Children's Play Area, Bengali,Multi-Cuisine",2025811734,9823023400
Priya Restaurant,Restaurant,"Camp, PMC","Multi-Cuisine, Veg, Sodexo",2026347259,
Nandini Garden,Restaurant,"Hadapsar, PMC","Outdoor Seating, Multi-Cuisine,South Indian",2026991863,
Salokha Restaurant,Restaurant,"Shivaji Nagar, PMC","Multi-Cuisine, Non-Veg",2025537585,9850412615
Span Restaurant,Restaurant,"Shivaji Nagar, PMC","Indian,Multi-Cuisine,Sizzlers, Non-Veg",2025535940,
Gaurav Restaurant,Restaurant,"Shukrawar Peth, PMC","Outdoor Seating, Multi-Cuisine,North Indian",2024459044,
Khyber Restaurant,Restaurant,"Deccan Gymkhana, PMC","Mughlai, Non-Veg",2025531770,
Nidhi Restaurant,Restaurant,"Ramwadi, PMC","Outdoor Seating, Multi-Cuisine,Tandoori, Non-Veg",2024452241,
Pooja Restaurant,Restaurant,"Bhosari, PCMC","Multi-Cuisine, Non-Veg",2027119324,9422328299
Kimling Chinese Cuisine,Restaurant,"Kondhwa, PMC","Chinese, Non-Veg",2032931635,
Golden Wheel Restaurant,Restaurant,"Navi Peth, PMC","Multi-Cuisine,North Indian, Non-Veg",2024336196,
Golden Palms,Restaurant,"Nigdi, PCMC","Outdoor Seating,  Chinese, Indian, Multi-Cuisine",2027640868,9823730417
Vishwavilla Restaurant,Restaurant,"Bhosari, PCMC","Multi-Cuisine,Punjabi, Non-Veg",9850819936,
Hotel Sotkur,Restaurant,"Khadki, PMC","Multi-Cuisine, Non-Veg",2025817839,
Manthan Dhaba,Restaurant,"Bhor, PMC","Outdoor Seating,  North Indian, Non-Veg",2113222323,9822548769
Hotel Chaitanya,Restaurant,"Mundhawa, PMC","Maharashtrian, Non-Veg",2026873594,
Vandana Garden,Restaurant,"Shukrawar Peth, PMC","Outdoor Seating, Multi-Cuisine, Non-Veg",2024475981,
Yash Family Restaurant,Restaurant,"Pashan, PMC","Outdoor Seating,  North Indian, Non-Veg",2025861415,
China Gate,Restaurant,"Yerawada, PMC","Outdoor Seating,  Chinese, Non-Veg",2025532085,
Hotel Sahyadri,Restaurant,"Daund, PMC","Biryani, Tandoori, Non-Veg",2117262731,
Vishwa Vilas Restaurant,Restaurant,"Bhosari, PCMC","Outdoor Seating,  Multi-cuisine, Non-Veg",2027120980,
Green Park Garden Restaurant,Restaurant,"Baner road, PMC","Outdoor Seating, Continental,Multi-Cuisine",2025886265,9860555500
Sahare Dining Hall,Restaurant,"Camp, PMC","Gujarati, Rajasthani, Non-Veg",2026126138,
Toni Daa Dhaba,Restaurant,"Kamshet, PMC","Outdoor Seating,  Chinese, Indian, Multi-Cuisine",2114262330,
Hotel Tapasya,Restaurant,"Sadashiv Peth, PMC","Not Available,Pool Area, Maharashtrian, Punjabi",2024474944,9850430348
Kapila Garden Restaurant,Restaurant,"Dhole Patil Road, PMC","Outdoor Seating,  Chinese, North Indian, Punjabi",2066446644,
Utsav,Restaurant,"Rasta Peth, PMC","Multi-cuisine, North Indian, Non-Veg",2026130095,
Hotel Pritam,Restaurant,"Pune Railway Station, PMC","Multi-cuisine, South Indian, Non-Veg",2026122748,9371009184
Kinara Dhaba,Restaurant,"Ane, PMC","Tandoori, Non-Veg",2132275264,
Fire And Ice,Restaurant,"Camp, PMC","Multi-cuisine, Non-Veg",2026363687,
Aishwarya Biryani Restaurant,Restaurant,"Chinchwad, PCMC","Biryani, Non-Veg",2027373999,
Hotel Sapna,Restaurant,"Shivaji Nagar, PMC","Punjabi, Non-Veg",2025652571,
Meghdoot Hotel,Restaurant,"Bhosari, PCMC","Punjabi, Non-Veg",9850501901,
Snackers's Stop,Restaurant,"Aundh, PMC","Juices, Salads     , Snacks, Non-Veg",9890972027,
Yogi Restaurant,Restaurant,"Shiroli, PMC","Punjabi, Non-Veg",9822371965,
Kalpana Restaurant,Restaurant,"Sadashiv Peth, PMC","Multi-cuisine, Non-Veg",2024332377,
Pepinos,Restaurant,"Fergusson College Road, PMC","Punjabi, Non-Veg",2025513227,
Pingale Garden Restaurant,Restaurant,"Koregaon Park, PMC","Outdoor Seating,  North Indian, Non-Veg",2026155178,
Yashvant Family Restaurant,Restaurant,"Warje, PMC","Gujarati, Maharashtrian, Punjabi, Tandoori",9970022400,
Hotel Swaraj,Restaurant,"Sadashiv Peth, PMC","Malwani, Non-Veg",2024330655,
Hotel Tarang,Restaurant,"Sadashiv Peth, PMC","Multi-cuisine, Non-Veg",2024461917,
Hotel Sonai Garden Restaurant,Restaurant,"Uruli, PMC","Multi-cuisine, Punjabi, Non-Veg",9881642451,
Chetna Bar & Restaurant,Restaurant,"Chinchwadgaon, PCMC","Kebabs, Non-Veg",2027612450,
Curry Spices,Restaurant,"Tilak Road, PMC","Multi-cuisine, Seafood, Non-Veg, Sodexo",2024464319,
Oh! Calcutta,Restaurant,"Dhole Patil Road, PMC","Bengali, Non-Veg",2030463610,9370579602
Invitation,Restaurant,"Viman Nagar, PMC","Chinese, Indian, Non-Veg",2026633224,
Khaiber Restaurant,Restaurant,"Aundh, PMC","Outdoor Seating,  South Indian, Veg",2032314133,
Madira Restaurant & Bar,Restaurant,"Kharadi, PMC","Outdoor Seating, Multi-cuisine, North Indian",2027013948,
Dil Se Desi,Restaurant,"Nibm, PMC","Outdoor Seating,  Indian, Non-Veg",9922001133,
Oasis Restaurant,Restaurant,"Camp, PMC","Continental, Multi-cuisine, Non-Veg",2026340782,
Fresh Touch Restaurant,Restaurant,"Kondhwa, PMC","Indian, Multi-cuisine, Non-Veg",2026831746,
Platinum Restaurant,Restaurant,"Sadashiv Peth, PMC","Outdoor Seating,  Indian, Non-Veg",2024321820,9422016747
HP Hotel,Restaurant,"Sasoon Road, PMC","Chinese, Multi-cuisine, Non-Veg",9371858574,
Dawat Restaurant,Restaurant,"Raviwar Peth, PMC","Multi-cuisine, North Indian, Non-Veg",2024483763,9226137187
96 K Restaurant,Restaurant,"Shivaji Nagar, PMC","Children's Play Area, Maharashtrian",2025679669,
The High Spirits Cafe,Restaurant,"Koregaon Park Road 1, PMC","Outdoor Seating,  Chinese, Continental, Italian",2065250559,9823855484
Nisha Restaurant,Restaurant,"Camp, PMC","Indian, Multi-cuisine, Non-Veg",2026331343,
Poona Goan Restaurant,Restaurant,"Nana Peth, PMC","Goan, Non-Veg",2026145707,
Agra Restaurant,Restaurant,"Camp, PMC","North Indian, Non-Veg",2026438584,
Blue Lagoon Restaurant,Restaurant,"East Street, PMC","Outdoor Seating,  Indian, Tandoori, Non-Veg",2065002265,
Sapatagiri Restaurant,Restaurant,"Akurdi, PMC","Indian, Non-Veg",2066118785,
Hotel Aditya,Restaurant,"Narayan Peth, PMC","Indian, Snacks, Non-Veg",2024430937,
Desi Tadka Restaurant,Restaurant,"Mukund Nagar, PMC","Outdoor Seating,  Multi-cuisine, North Indian, Veg",2024273030,
Hotel Sandeep,Restaurant,"Shivaji Nagar, PMC","Outdoor Seating,  Indian, Non-Veg",2069405707,9766234250
Hotel Nityanand,Restaurant,"Chandan Nagar, PMC","Multi-cuisine, North Indian, Non-Veg",2027019528,
Moej Restaurant,Restaurant,"Koregaon Park, PMC","Irani, Multi-cuisine, Non-Veg",2026837330,9326028529
Up And Above Restaurant,Restaurant,"Paud Road, PMC","Outdoor Seating,  Multi-cuisine, Non-Veg",2022953272,
Chick Quick Restaurant,Restaurant,"Parvati, PMC","Multi-cuisine, Non-Veg",2024216121,
Khana Peena Jeena,Restaurant,"Kothrud, PMC","Multi-cuisine, North Indian, Non-Veg",2032502862,
Sun And Moon Restaurant,Restaurant,"Ghole Road, PMC","Multi-cuisine, Non-Veg",2025532965,
Sudarshan Restaurant,Restaurant,"Khadki, PMC","Indian, Non-Veg",2025820949,9822263501
Hotel Vandana Garden,Restaurant,"Shukrawar Peth, PMC","Outdoor Seating, North Indian, Non-Veg",2024475981,
Pinak Hotel,Restaurant,"Ghorpade Peth, PMC","Indian, Non-Veg",2069498189,
Seasons Restaurant,Restaurant,"Aundh, PMC","Buffet, Multi-Cuisine, Non-Veg",2040009999,
Koyla - The Hyderabad House,Restaurant,"Shivaji Nagar, PMC","Outdoor Seating,  Biryani, Hyderabadi, Non-Veg",2025662656,
Chandrabhaga Restaurant,Restaurant,"Katraj, PMC","Indian, Multi-cuisine, Non-Veg",2024371721,9822444409
Saat Handi Restaurant,Restaurant,"Kalyani Nagar, PMC","Awadhi, Kashmiri, Punjabi, Non-Veg",2040045450,
Priyanka Restaurant,Restaurant,"Hadapsar, PMC","Outdoor Seating, Multi-cuisine, Non-Veg",2026998021,
Sudama Hotel,Restaurant,"Shivaji Nagar, PMC","Multi-cuisine, Tandoori, Non-Veg",2025512452,
Sai Garden,Restaurant,"Chinchwad, PCMC","Outdoor Seating, Multi-cuisine, Non-Veg",2027272463,9881344138
Suonmoi Chinese Restaurant,Restaurant,"Boat Club Road, PMC","Chinese, Non-Veg",2030581110,
Club CPR Restaurant,Restaurant,"Pashan, PMC","Multi-cuisine, South Indian, Non-Veg",2032510702,
Nityanand Hotel,Restaurant,"Chandan Nagar, PMC","Multi-cuisine, North Indian, Non-Veg",2027012528,
Sher-E-Punjab Restaurant,Restaurant,"Kasarwadi, PCMC","Punjabi, Non-Veg",2027145275,
Toscana,Restaurant,"Kalyani Nagar, PMC","Outdoor Seating, Italian, Non-Veg",2026686520,9850664063
Siddheshwar Restaurant,Restaurant,"Hadapsar, PMC","Maharashtrian, Multi-cuisine, Veg",2026991626,
Sai Anand Chat House,Restaurant,"Kalyani Nagar, PMC","Chat, Veg",9823884808,
Hotel Shriman,Restaurant,"Maval, PMC","South Indian, Veg",2114235645,
Abhishek Hotel,Restaurant,"Dawadi, PMC","Indian, Veg",2135272510,9763113126
Suhas Dining Hall,Restaurant,"Chinchwad, PCMC","Maharashtrian, Veg",2027353738,
Mamata Restaurant,Restaurant,"Shivaji Nagar, PMC","South Indian, Veg",2025533411,
Datta Bhuvan Restaurant,Restaurant,"Talegaon Dabhade, PMC","Maharashtrian, Veg",2114224966,9960646271
Hotel Sharda,Restaurant,"Shaniwar Peth, PMC","South Indian, Veg",2024451635,
Hotel Darbar,Restaurant,"Navi Peth, PMC","Punjabi, Veg",2024497924,
Abhiruchi Cottage Restaurant,Restaurant,"Vadgaon Budruk, PMC","Maharashtrian, Veg",2024392483,
Relax Garden,Restaurant,"Sinhagad, PMC","Outdoor Seating,  Multi-cuisine, Veg",2024395049,
SB Snacks Centre,Restaurant,"Bhosari, PCMC","Idlis And Dosas,Snacks, Veg",2027122050,9881819897
Kasturi Hotel,Restaurant,"Paud Road, PMC","Snacks, Veg",2025381058,
Aradhana Garden Restaurant,Restaurant,"Alandi-Devachi, PCMC","Outdoor Seating,  Punjabi, Veg",2027186081,
Royal Restaurant,Restaurant,"Khadaki, PCMC","Indian, Veg",2025822650,
Ankur Restaurant,Restaurant,"Shukrawar Peth, PMC","Maharashtrian, Punjabi, South Indian, Veg",2032415904,
Hotel Pravin,Restaurant,"Pimpri, PCMC","Idlis And Dosas,Snacks, Veg",2027411696,
Hotel Santosh,Restaurant,"Budhwar Peth, PMC","Indian, Veg",2024455071,9822255505
Ganesh Kripa Idli Dosa Centre,Restaurant,"Kothrud, PMC","South Indian, Veg",9049042007,
Kanika Restaurant,Restaurant,"Karve Road, PMC","Indian, Veg",2025435393,
